Data;Descrição;Valor;;Banco;;Tipo de Despesa;;Mês;Ano;Dia;Grupo de Dias;Gasto Excessivo
23/10/2024;Uber - NuPay;R$ 5,21;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quarta-feira;Dias Úteis;Dentro da Média
23/10/2024;Uber - NuPay;R$ 4,60;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quarta-feira;Dias Úteis;Dentro da Média
23/10/2024;Uber - NuPay;R$ 7,48;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quarta-feira;Dias Úteis;Dentro da Média
23/10/2024;DES: ENERGISA 23/10;R$ 117,43;LUZ;Bradesco;A vista;Fixa;Willian;outubro;2024;quarta-feira;Dias Úteis;Acima da Média
25/10/2024;Uber - NuPay;R$ 9,00;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;sexta-feira;Final de Semana;Dentro da Média
25/10/2024;Uber - NuPay;R$ 3,70;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;sexta-feira;Final de Semana;Dentro da Média
25/10/2024;Uber - NuPay;R$ 7,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;sexta-feira;Final de Semana;Dentro da Média
25/10/2024;Uber - NuPay;R$ 8,74;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;sexta-feira;Final de Semana;Dentro da Média
25/10/2024;DES: Selma Batista da Silv 25/10;R$ 6,00;OUTROS;Bradesco;A vista;Variável;Willian;outubro;2024;sexta-feira;Final de Semana;Dentro da Média
27/10/2024;Uber - NuPay;R$ 11,93;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;domingo;Final de Semana;Dentro da Média
28/10/2024;Uber - NuPay;R$ 5,89;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;segunda-feira;Dias Úteis;Dentro da Média
28/10/2024;Uber - NuPay;R$ 4,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;segunda-feira;Dias Úteis;Dentro da Média
28/10/2024;Uber - NuPay;R$ 3,79;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;segunda-feira;Dias Úteis;Dentro da Média
28/10/2024;Uber - NuPay;R$ 4,63;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;segunda-feira;Dias Úteis;Dentro da Média
31/10/2024;Uber - NuPay;R$ 5,16;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quinta-feira;Dias Úteis;Dentro da Média
31/10/2024;Uber - NuPay;R$ 2,79;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quinta-feira;Dias Úteis;Dentro da Média
31/10/2024;Uber - NuPay;R$ 5,47;TRANSPORTE;Nubank;Crédito;Variável;Willian;outubro;2024;quinta-feira;Dias Úteis;Dentro da Média
01/11/2024;Uber - NuPay;R$ 15,48;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
01/11/2024;DES: MARIA XIQUE XIQUE CAS 01/11;R$ 4,08;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
04/11/2024;Uber - NuPay;R$ 13,14;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
04/11/2024;Adobe;R$ 95,00;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
04/11/2024;Uber - NuPay;R$ 14,83;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
04/11/2024;DES: SANDRA HELENA NASCIME 02/11;R$ 12,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
04/11/2024;DES: Leticia De Souza Sima 02/11;R$ 10,00;OUTROS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
04/11/2024;DES: JOSENILDO ALVES DE LI 02/11;R$ 25,00;OUTROS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
05/11/2024;Uber - NuPay;R$ 7,93;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
05/11/2024;Uber - NuPay;R$ 15,77;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
06/11/2024;Uber - NuPay;R$ 13,92;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
06/11/2024;Uber - NuPay;R$ 9,40;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
07/11/2024;Uber - NuPay;R$ 3,21;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
08/11/2024;Htm*Trilha em da - Parcela 5/11;R$ 7,29;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
08/11/2024;Amazon Marketplace - Parcela 7/12;R$ 31,79;COMPRAS;Nubank;Crédito;Fixa;Mallu;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Amazon Marketplace - Parcela 2/3;R$ 75,57;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Shopee *Markotec - Parcela 3/3;R$ 37,73;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Pg *Le Top - Parcela 3/3;R$ 85,99;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Htm*e.B.A - Esta - Parcela 7/12;R$ 54,69;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Amazon - Parcela 2/4;R$ 88,85;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Polyanna Sousa - Parcela 5/6;R$ 22,46;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
08/11/2024;Shopee *Suwei - Parcela 3/3;R$ 23,97;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
08/11/2024;Iap Cosmeticos - Parcela 3/4;R$ 18,98;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
08/11/2024;Uber - NuPay;R$ 4,30;TRANSPORTE;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
08/11/2024;Pague Menos - Parcela 2/5;R$ 32,35;SAUDE;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Dl*Sheincom - Parcela 5/5;R$ 61,50;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2024;sexta-feira;Final de Semana;Acima da Média
08/11/2024;Cartola Pro - Parcela 8/8;R$ 6,23;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
09/11/2024;Uber - NuPay;R$ 20,54;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
09/11/2024;Uber - NuPay;R$ 17,00;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
10/11/2024;Iap Cosmeticos;R$ 29,48;COMPRAS;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
10/11/2024;Redepharma;R$ 48,47;SAUDE;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
10/11/2024;iFood - NuPay;R$ 30,17;ALIMENTACAO;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
10/11/2024;Kalunga Mangabeira - Parcela 1/3;R$ 63,30;COMPRAS;Nubank;Crédito;Fixa;Mallu;novembro;2024;domingo;Final de Semana;Acima da Média
10/11/2024;Lojas Renner Fl;R$ 39,90;MODA;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
10/11/2024;Google One;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
11/11/2024;DES: Anderson Gomes Cunha 11/11;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
11/11/2024;DES: Tim S A 10/11;R$ 35,99;TELEFONE;Bradesco;A vista;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
11/11/2024;Ec *Melimais;R$ 27,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
11/11/2024;Ec *Hbomaxassin;R$ 19,95;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
11/11/2024;Uber - NuPay;R$ 11,36;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
12/11/2024;DES: AMILLY FERREIRA 12/11;R$ 14,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
12/11/2024;Totalpass;R$ 59,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;terça-feira;Dias Úteis;Acima da Média
12/11/2024;Dm *Spotify;R$ 21,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
12/11/2024;Uber - NuPay;R$ 3,79;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
13/11/2024;Ebn *Kwai Marketpl - Parcela 1/2;R$ 33,10;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2024;quarta-feira;Dias Úteis;Acima da Média
13/11/2024;Uber - NuPay;R$ 4,54;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
14/11/2024;Uber - NuPay;R$ 4,47;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
15/11/2024;Uber - NuPay;R$ 9,62;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
16/11/2024;Uber - NuPay;R$ 18,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
16/11/2024;Dl*Google Google;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
16/11/2024;Uber - NuPay;R$ 19,76;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
17/11/2024;Amazonprimebr;R$ 19,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
17/11/2024;Easyshop Comercial;R$ 24,99;COMPRAS;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
17/11/2024;"IOF de ""Instant Gaming""";R$ 0,91;GAMES;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
17/11/2024;Instant Gaming;R$ 20,95;GAMES;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
17/11/2024;Pag*Xsollaepic;R$ 8,72;GAMES;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
18/11/2024;DES: Selma Batista da Silv 15/11;R$ 20,00;OUTROS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
18/11/2024;DES: BRISANET 15/11;R$ 109,80;INTERNET;Bradesco;A vista;Fixa;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
18/11/2024;DES: Selma Batista da Silv 15/11;R$ 110,00;COMPRAS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
18/11/2024;DES: PAGSEGURO TECNOLOGIA 16/11;R$ 17,99;OUTROS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
18/11/2024;MARIA DE LOURDES PIX TENIS NIKE;R$ 200,00;COMPRAS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
18/11/2024;SELMA PIX COMPRAR ALMOFADA;R$ 50,00;COMPRAS;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
18/11/2024;CAFETERIA TERRAÇO;R$ 60,00;LAZER;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Acima da Média
18/11/2024;CAFETERIA;R$ 21,50;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
18/11/2024;SOVETERIA;R$ 11,98;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
18/11/2024;Uber - NuPay;R$ 14,60;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
18/11/2024;Uber - NuPay;R$ 16,86;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
19/11/2024;Thayanne;R$ 3,50;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
19/11/2024;LUZ;R$ 109,00;LUZ;Bradesco;A vista;Fixa;Willian;novembro;2024;terça-feira;Dias Úteis;Acima da Média
19/11/2024;Microsoft*Store;R$ 36,00;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2024;terça-feira;Dias Úteis;Acima da Média
19/11/2024;Uber Uber *One Help.Ub;R$ 19,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
19/11/2024;Lojas Renner Fl - Parcela 1/3;R$ 53,24;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2024;terça-feira;Dias Úteis;Acima da Média
20/11/2024;Pague Menos;R$ 24,58;SAUDE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
20/11/2024;Uber - NuPay;R$ 8,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
20/11/2024;Uber - NuPay;R$ 7,53;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
21/11/2024;Thayanne;R$ 16,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
21/11/2024;PAO;R$ 4,78;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
21/11/2024;ECLEMILDA CELULAR;R$ 50,00;COMPRAS;Bradesco;A vista;Fixa;Willian;novembro;2024;quinta-feira;Dias Úteis;Acima da Média
21/11/2024;Uber - NuPay;R$ 12,33;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
21/11/2024;THAYANE SYARA;R$ 16,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
21/11/2024;eclemilda  celular;R$ 50,00;COMPRAS;Bradesco;A vista;Fixa;Willian;novembro;2024;quinta-feira;Dias Úteis;Acima da Média
21/11/2024;maria xique xique;R$ 4,78;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;quinta-feira;Dias Úteis;Dentro da Média
23/11/2024;iFood - NuPay;R$ 31,98;ALIMENTACAO;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Acima da Média
23/11/2024;iFood - NuPay;R$ 77,62;ALIMENTACAO;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Acima da Média
23/11/2024;Uber - NuPay;R$ 8,10;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
23/11/2024;Uber - NuPay;R$ 18,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
23/11/2024;Uber - NuPay;R$ 28,42;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Acima da Média
23/11/2024;Uber - NuPay;R$ 27,18;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
23/11/2024;Uber - NuPay;R$ 2,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sábado;Final de Semana;Dentro da Média
24/11/2024;Uber - NuPay;R$ 1,31;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
24/11/2024;Cafeteria Sao Braz Man;R$ 112,75;LAZER;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
24/11/2024;iFood - NuPay;R$ 19,04;ALIMENTACAO;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
24/11/2024;DL*Shein-Mo - NuPay;R$ 51,62;MODA;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Acima da Média
24/11/2024;iFood - NuPay;R$ 26,90;ALIMENTACAO;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
24/11/2024;Uber - NuPay;R$ 3,14;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;domingo;Final de Semana;Dentro da Média
25/11/2024;israel barbeiro;R$ 25,00;MODA;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
25/11/2024;leticia;R$ 6,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;segunda-feira;Dias Úteis;Dentro da Média
26/11/2024;"IOF de ""Instant Gaming""";R$ 0,67;GAMES;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
26/11/2024;Ebanx*Adobe;R$ 95,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2024;terça-feira;Dias Úteis;Acima da Média
26/11/2024;Instant Gaming;R$ 15,44;GAMES;Nubank;Crédito;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
26/11/2024;josenildo racao nelson;R$ 18,50;PET;Bradesco;A vista;Variável;Willian;novembro;2024;terça-feira;Dias Úteis;Dentro da Média
27/11/2024;Uber - NuPay;R$ 15,10;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;quarta-feira;Dias Úteis;Dentro da Média
29/11/2024;Uber - NuPay;R$ 4,60;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
29/11/2024;Uber - NuPay;R$ 19,69;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
29/11/2024;Uber - NuPay;R$ 19,69;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
29/11/2024;Uber - NuPay;R$ 28,84;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
29/11/2024;guirelli;R$ 22,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Dentro da Média
29/11/2024;flavio fralda vó;R$ 41,99;SAUDE;Bradesco;A vista;Variável;Willian;novembro;2024;sexta-feira;Final de Semana;Acima da Média
01/12/2024;iFood - NuPay;R$ 42,97;ALIMENTACAO;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
01/12/2024;iFood - NuPay;R$ 22,33;ALIMENTACAO;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
02/12/2024;Uber - NuPay;R$ 10,95;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
02/12/2024;Uber - NuPay;R$ 10,83;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
02/12/2024;thayane syara;R$ 9,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
02/12/2024;janaina maria;R$ 66,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Acima da Média
02/12/2024;supermercado santo andre;R$ 13,93;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
03/12/2024;maria xique xique;R$ 13,09;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;terça-feira;Dias Úteis;Dentro da Média
04/12/2024;Uber - NuPay;R$ 9,09;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;quarta-feira;Dias Úteis;Dentro da Média
04/12/2024;Google One;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;quarta-feira;Dias Úteis;Dentro da Média
04/12/2024;daniel salvador;R$ 5,50;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;quarta-feira;Dias Úteis;Dentro da Média
05/12/2024;Uber - NuPay;R$ 15,58;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;quinta-feira;Dias Úteis;Dentro da Média
05/12/2024;Uber - NuPay;R$ 3,48;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;quinta-feira;Dias Úteis;Dentro da Média
06/12/2024;Uber - NuPay;R$ 27,74;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sexta-feira;Final de Semana;Dentro da Média
06/12/2024;Uber - NuPay;R$ 32,87;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sexta-feira;Final de Semana;Acima da Média
06/12/2024;klaus robert;R$ 8,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;sexta-feira;Final de Semana;Dentro da Média
06/12/2024;feli contempo;R$ 143,98;LAZER;Bradesco;A vista;Variável;Willian;dezembro;2024;sexta-feira;Final de Semana;Acima da Média
07/12/2024;Uber - NuPay;R$ 14,16;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sábado;Final de Semana;Dentro da Média
07/12/2024;Uber - NuPay;R$ 17,02;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sábado;Final de Semana;Dentro da Média
07/12/2024;Uber - NuPay;R$ 5,01;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sábado;Final de Semana;Dentro da Média
07/12/2024;Uber - NuPay;R$ 7,38;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sábado;Final de Semana;Dentro da Média
07/12/2024;Uber - NuPay;R$ 31,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;sábado;Final de Semana;Acima da Média
08/12/2024;Amazon Marketplace - Parcela 8/12;R$ 31,79;EDUCAÇÃO;Nubank;Crédito;Fixa;Mallu;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Htm*Trilha em da - Parcela 6/11;R$ 7,29;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Amazon Marketplace - Parcela 3/3;R$ 75,57;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Uber - NuPay;R$ 16,31;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Uber - NuPay;R$ 20,75;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;DL*Shein-Mo - NuPay;R$ 51,62;MODA;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Polyanna Sousa - Parcela 6/6;R$ 22,46;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Htm*e.B.A - Esta - Parcela 8/12;R$ 54,69;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Kalunga Mangabeira - Parcela 2/3;R$ 63,30;COMPRAS;Nubank;Crédito;Fixa;Mallu;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Uber - NuPay;R$ 20,57;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Amazon - Parcela 3/4;R$ 88,85;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Iap Cosmeticos - Parcela 4/4;R$ 18,98;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Lojas Renner Fl - Parcela 2/3;R$ 53,23;MODA;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Uber - NuPay;R$ 24,20;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;domingo;Final de Semana;Dentro da Média
08/12/2024;Ebn *Kwai Marketpl - Parcela 2/2;R$ 33,09;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
08/12/2024;Pague Menos - Parcela 3/5;R$ 32,35;SAUDE;Nubank;Crédito;Fixa;Willian;dezembro;2024;domingo;Final de Semana;Acima da Média
09/12/2024;josenildo;R$ 18,50;PET;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
09/12/2024;klaus;R$ 12,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
09/12/2024;maria xique xique;R$ 12,71;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
09/12/2024;cafeteria;R$ 136,95;LAZER;Bradesco;A vista;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Acima da Média
09/12/2024;Centauro Ce186 - Parcela 1/8;R$ 97,54;MODA;Nubank;Crédito;Fixa;Mallu;dezembro;2024;segunda-feira;Dias Úteis;Acima da Média
09/12/2024;Uber - NuPay;R$ 15,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
09/12/2024;Ebn *Spotify;R$ 21,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2024;segunda-feira;Dias Úteis;Dentro da Média
09/12/2024;Na Cafeteria;R$ 87,56;LAZER;Nubank;Crédito;Variável;Willian;dezembro;2024;segunda-feira;Dias Úteis;Acima da Média
